Başlık;Kira Bedeli;İlan Metni;Mahalle;İlan Tarihi;Yerleştiği Kat;Kat Sayısı;Yaşı;Oda Sayısı;Genişliği;Eşya durumu;Isınma;Aidat
YENİGÜN MAHALLESİ'NDE 3+1 DOĞALGAZLI DAİRE;20.000 TL;"BUCA YENİGÜN MAHALLESİ'NDE 3+1 DOĞALGAZLI 120 M'2 KİRALIK DAİRE.

2 ADET BALKONU OLAN DAİREMİZ BUCANIN EN NEZİH,SAKİN VE MERKEZİ KONUMUNDADIR.

AÇIK OTOPARKI BULUNMAKTADIR.

AİLELERİN OTURDUĞU,BİNA SAKİNLERİNİN EĞİTİM SEVİYESİ YÜKSEK VE KOMŞULUK İLİŞKİLERİ DÜZGÜNDÜR

KOZAĞAÇ MEYDANI, ÇEVİK 1, HASANAĞA BAHÇESİ, SEYFİ DEMİRSOY DEVLET HASTANESİNE YAKINDIR.

OKUL MARKET PAZAR YERİ GİBİ YERLERE ÇOK YAKINDIR.

İNTERNET ALTYAPISI MEVCUTTUR.

OTOBÜS VE DOLMUŞ GÜZERGAHLARINDADIR.

KİMSEYİ RAHATSIZ ETMEDEN KİRASINI DÜZGÜN ÖDEYEBİLECEK

DÜRÜST KİŞİLİK SAHİBİ TOPLUM KURALLARINA UYARAK YAŞAMAYI, KENDİSİNİ, AİLESİNİ BİLEN İNSANLAR ARAYABİLİR.

1 KİRA PEŞİN 1 KİRA DEPOZİTO 1 KİRA BEDELİ +KDV EMLAK KOMİSYON ÜCRETİ.

ELEKTRİK, SU, DOĞAZGAZ ABONELİKLERİNİ KİRACI ÜSTÜNE ALACAKTIR.

EVİN İÇERİSİNDEKİ EŞYALAR İÇİN TEMİNAT SENEDİ DÜZENLENMEKTEDİR.




DAİRELERİNİZE ÜCRETSİZ FİYAT DEĞERLENDİRMESİ VE PROFESYONEL FOTOĞRAF ÇEKİMİ YAPILIR
                                                .QUATTRO EMLAK.";Yenigün;05-09-2024;4. Kat;4 Katlı;20 Yaşında;3 + 1;/ 120 m2;Eşyalı Değil;Doğalgaz;50 TL
Full Eşyalı / 1+0 / KLİMALI - Elektrik ve Su Kiraya Dahildir !!!;13.500 TL;"♦️ Daire Özellikleri ♦️

- 1+0  -  KLİMALI   
-  FULL EŞYALI 
- Güvenlik Kamerası 

KİRA RAKAMINA ELEKTRİK VE SU DAHİLDİR..-..AİDAT DAHİL DEĞİLDİR. !!!

♦️ Konum - Muhit - Ulaşım ♦️

Çevre Yolu , Toplu Taşıma
Alışveriş Merkezleri, Semt Pazarı, Sağlık Ocağı, Kafe-Restoran ,
Gibi Noktalara Kolaylıkla Ulaşabileceğiniz Çok Merkezi Konumdadır.


Detaylı Bilgi ve Randevu İçin ;
SERCAN ÇAKIR - Telefonu Göster
MERTCAN ÇAKIR - Telefonu Göster
Ofisimiz ve Danışmanlarımız MYK-5 Yetki Belgelidir.
EMLAK SHOP Firma Yetki Belge No : 3502089";Adatepe;14-10-2024;2. Kat;2 Katlı;5 Yaşında;1 + 1;/ 25 m2;Eşyalı;;150 TL
MARKA'DAN ANACADDE&KAMPÜS YAKINI EŞYALI KLİMALI KİRALIK DAİRE;13.000 TL;"***MARKA GAYRİMENKUL'DEN***
1+1
KAMPÜSE YÜRÜME MESAFESİNDE 
FULL EŞYALI
KLİMALI
MERKEZİ KONUM
İNTERNET ALTYAPISI HAZIR
KİRALIK DAİRE
DETAYLI BİLGİ İÇİN : SERGEN TONBUL
Telefonu Göster";Adatepe;15-09-2024;2. Kat;3 Katlı;4 Yaşında;1 + 1;/ 50 m2;Eşyalı;;
ÇEVİKBİR MEYDAN BUCA SSK HASTANE YANI MERKEZİ KONUM 3+1 D.GAZLI KİRALIK LÜKS DAİRELER;25.000 TL;DETAYLI BİLGİ VE YER GÖRME TALEBİNİZ İÇİN ARAYINIZ;Kozağaç;12-10-2024;3. Kat;3 Katlı;10 Yaşında;3 + 1;/ 120 m2;Eşyalı Değil;Doğalgaz;
YESEVİ YURDU CADDESİNDE SIFIR EŞYALI KİRALIK DAİRE;18.000 TL;DETAYLI BİLGİ İÇİN ARAYİNİZ;Atatürk;29-09-2024;2. Kat;3 Katlı;5 Yaşında;1 + 1;/ 50 m2;Eşyalı Değil;Doğalgaz;
KAMPÜS KARŞISI GENİŞ BALKONLU FULL EŞYALI LÜX DAİRE!!!;18.500 TL;Detaylı bilgi için arayınız;Kuruçeşme;27-09-2024;4. Kat;4 Katlı;4 Yaşında;1 + 1;/ 45 m2;Eşyalı;;150 TL
TURYAP BUCADAN H.A. YESEVİ YURDU YAKINI 2+1 EŞYALI D.GAZLI DAİRE;21.000 TL;"YILDIZ  MAHALLESİNDE,  EŞYALI TEMİZ 2+1 DAİRE
DAİREMİZ BUCA KADIN DOĞUM HASTANESİNE YÜRÜME 5 DK , ÖZEL TINAZTEPE HASTANESİNE YÜRÜME 6-7 DK MESAFEDEDİR. H. AHMET YESEVİ CADDESİNE 1 APARTMAN MESAFEDEDİR.
9 EYLÜL ÜNİVERSİTE KAMPÜS GİRİŞİNE TOPLU TAŞIM ARAÇLARI İLE 7-8 DK, ÖZEL ARAÇLA 4-5 DK MESAFEDEDİR 
BİNAMIZ 5 YAŞINDA YENİ BİNADIR, DOĞALGAZ KOMBİLİ DAİREDİR
GÜNEŞ GÖRMEYEN KARANLIK ODASI YOKTUR
ÖN CEPHE PENCEREDE ELEKTRİKLİ PANJUR BULUNMAKTADIR
MUTFAKTA 2'Lİ ANKASTRA SET MEVCUTTUR
DAİREMİZ ÖNCELİKLE 2 ÖĞRENCİ, ASKERİ PERSONEL VEYA KAMU ÇALIŞANINA VERİLECEKTİR
ELEKTRİK SU VE DOĞALGAZ ABONELİKLERİNİ YENİ KİRACIMIZ 
ÜZERİNE ALACAKTIR
SOSYAL İMKANLAR AÇISINDAN ŞEHİR MERKEZİNİN SUNDUĞU TÜM OLANAKLARDAN FAZLASIYLA FAYDALANABİLECEĞİNİZ BİR BÖLGEDEDİR
  ÇEVERSİNDE TÜM TEMEL GIDA VE GİYİM İHTİYAÇLARINIZI KARŞILAYABİCEĞENİZ MARKET-PAZAR-MANAV-KASAP GİBİ ALIŞ VERİŞ MAĞAZA VE DÜKKANLARI MEVCUTTUR
  DETAYLI BİLGİ VE RANDEVU İÇİN,
  TURYAP BUCA TEMSİLCİLİĞİ 
GAYRİMENKUL DANIŞMANI
BÜLENT DEMİRALAY
Telefonu Göster
KOD:2026


Bu ilan Emlak Asistanım CRM Programı tarafından otomatik entegre edilmiştir.";Yıldız;09-10-2024;Yüksek Giriş;2 Katlı;5 Yaşında;2 + 1;/ 55 m2;Eşyalı Değil;Doğalgaz;
BUCA DOKUZÇEŞMELER KAMPÜSÜ BİTİŞİĞİNDE 2+1 GENİŞ BAHÇELİ MUSTAKİL EV;17.000 TL;"Buca Üçkuyular MEYDANI Dokuzcesmeler kampüsü bitişiğinde merkezi konumda
2+1 155 m2 brüt 75 m2 kapalı mutfaklı kiralik daire. 
Memur öğrenci tercih edilir.";Dumlupınar;04-10-2024;;1 Katlı;30 Yaşında;2 + 1;/ 75 m2;Eşyalı Değil;Kömür-Odun;
BUCA YILDIZ MAHALLESİNDE 2+1 KİRALİK DAİRE;15.000 TL;"Buca yıldız Mahallesi'nde 
2+1
Açık mutfak 
Yerle parke aile apartmanı
Bilgi almak için arayınız";Yıldız;13-10-2024;2. Kat;3 Katlı;6 Yaşında;2 + 1;/ 60 m2;Eşyalı Değil;Doğalgaz;
REF'DEN HAVUZLU SİTEDE LÜKS DİZAYN D.GAZLI KLİMALI BALKONLU 1+1;22.000 TL;"NOT:SIFIR KOLTUK TAKIMI VE KIYAFET DOLABI GELECEKTİR .


HACİM VİSİON'DA 

ARAKAT
  ULTRALÜKS 

HAVUZLU SİTE İÇERSİNDE

BALKONLU

YERDEN ISITMALI

 KLİMALI
  SIFIR EŞYALI

ÇİFT ASANSÖR

SPOR SALONU

 7/24 GÜVENLİK 

1.SINIF MALZEME KALİTESİ
  LİNEA ROSSA PWC DOĞRAMA

 SES VE ISI YALTIMI 


Özel Tınaztepe Hastanesi 2 Dk
Buca Doğu Çevreyolu 1 Dk
Tınaztepe Kampüse  5 Dakika Yürüme Mesafesinde 



.";Kuruçeşme;20-08-2024;3. Kat;9 Katlı;Sıfır Bina;1 + 1;/ 46 m2;Eşyalı;;2 TL
İzmir Buca Menderes Mahallesinde Öğrenciye Kiralık 3+1 Daire;25.000 TL;"Buca Eğitim Fakültesine, İzmir MYO ve Menderes Caddesine yürüyüş mesafesinde,
Üniversite öğrencileri için ideal,
Doğalgazlı,
Balkonlu,
Klimalı,
Portmanto,
Kiler,
Camlarda sineklik,
Bir adet çift kişilik, bir adet tek kişilik baza ve yatak,
Ankastre,
Bulaşık makinesi.";Menderes;04-09-2024;1. Kat;4 Katlı;27 Yaşında;3 + 1;/ 130 m2;Eşyalı Değil;;100 TL
MERT TEKİN'den Üniversite Yakını Full Eşyalı Merkezi Konumda 1+1;15.000 TL;"Metin Göktepe Sokakta Öğrenci Yurdu Cepheli 1+1 Full Eşyalı Kiralık Dairemiz 
50 M2 Net 
Giriş Katı 
Üniversiteye, Toplu Taşıma Araçlarına , Cafelere , Alışveriş Merkezlerine, Sağlık Kuruluşlarına Yürüme Mesafesinde 
Merkezi Lokasyon
DETAYLI BİLGİ VE RANDEVU İÇİN ARAYINIZ;
COLDWELL BANKER NOVA Gayrimenkul Danışmanı
MERT TEKİN
Telefonu Göster
**Coldwell Banker Nova Gayrimenkul Hizmet Verdiği Her Portföy İle Tek Yetkili Olarak Çalışmaktadır**

**İşimiz Gayrimenkul, GÜCÜMÜZ TECRÜBEM";Kuruçeşme;07-09-2024;Giriş Katı;5 Katlı;5 Yaşında;1 + 1;/ 50 m2;Eşyalı;;
İzmir Buca Akıncılar Mah. de 1+ 1 Kiralık Daire;17.000 TL;"İZMİR BUCA AKINCILAR MAH.de SIFIR Kiralık 1 +1 DAİRE
LOKASYON:
ŞİRİNYER LİSESİNE 5 DK
HİPODROMA YÜRÜME MESAFESİ
PAZARYERİNE
MARKETLERE
ECZANE
SAĞLIK OCAĞI
ANA CADDEYE
DOLMUŞ,OTOBÜS GÜZERGAHLARINA YAKINDIR
HAREKETLİ İŞLEK BÖLGEDE BULUNMAKTADIR
KIONUM TEMSİLİDİR
ÖZELLİKLERİ:
1+1 SIFIR OLAN DAİREMİZİN
LAMİNANTI
HAZIR MUTFAK
ASANSÖR
GÖRÜNTÜLÜ DİAFON
BAHÇE DAİREYE MÜSTAKİL OLACAKTIR
1 KİRA BEDELİ DEPOZİTO ALINACAKTIR
DETAYLI BİLGİ İÇİN
TURPA RİTİM GAYRİMENKULDEN
BİZE ULAŞABİLİRSİNİZ
AYSEL BUĞDAYEKEN
Telefonu Göster";Akıncılar;20-08-2024;1. Kat;4 Katlı;2 Yaşında;1 + 1;/ 50 m2;Eşyalı Değil;;
Buca Yiğitler Mh. 2+1 Kapalı Mutfak Doğalgazlı Kiralık Daire;18.500 TL;"TURYAP ŞİRİNYER TEMSİLCİLİĞİ'NDEN KİRALIK

BUCA İŞÇİEVLERİ YİĞİTLER MAHALLESİNDE 2 ODA, 1 SALON, DOĞALGAZLI, KAPALI MUTFAKLI, ÇİFT CEPHELİ, ÇİFT BALKONLU, PANJURLU, GÖRÜNTÜLÜ DİAFONLU, KLİMALI, KİLERLİ, AYDINLIK, FERAH, KİRALIK DAİRE.


DAİREMİZ KONUM OLARAK FEVZİ ÇAKMAK CADDESİ YAKININDA YER ALMAKTA OLUP; MENDERES CADDESİNE, ŞİRİNYER VERGİ DAİRESİNE YENİ EMNİYET MÜDÜRLÜĞÜNE, FORBEST CADDESİNE, BUCA BELEDİYESİNE, ALIŞVERİŞ MERKEZLERİNE, OTOBÜS DURAKLARINA, SEMT PAZARINA, PTT VE BANKALARA YÜRÜYÜŞ MESAFESİNDEDİR.

DAİRENİN KİRALANMASINDA TEK YETKİLİ TURYAP ŞİRİNYER TEMSİLCİLİĞİ'DİR.

AYRINTILI BİLGİ VE ALTERNATİF SEÇENEKLERİMİZ İÇİN LÜTFEN İLETİŞİME GEÇİNİZ..";Yiğitler;20-09-2024;2. Kat;4 Katlı;25 Yaşında;2 + 1;/ 87 m2;Eşyalı Değil;Doğalgaz;
ATÖLYE'DEN ADATEPE MAHALLESİ ÜNİVERSİTE YAKINI FUL EŞYALI KİRALIK 2+1 DAİRE;25.000 TL;"DAİREMİZİN ÖZELLİKLERİ

DAİREMİZ 
2+1
FUL EŞYALI
70 M² 
DOĞAL GAZLI
ASANSÖRLÜ

DAİREMİZİN ODALARI GENİŞ VE FERAHTIR
 KONUM OLARAK ADATEPE MAHALLESİNDE OLUP 
HASANAĞA BAHÇESİNE VE ÜNİVERSİTEYE 5 DK
 YÜRÜME MESAFESİNDE YER ALMAKTADIR.

RANDEVU İÇİN LÜTFEN İLETİŞİME GEÇİNİZ 
GAYRİMENKUL DANIŞMANI 
SAMET KAÇAR";Adatepe;01-10-2024;3. Kat;4 Katlı;8 Yaşında;2 + 1;/ 70 m2;Eşyalı;Doğalgaz;
FIRAT MAH. 3+1 ARAKAT ÇİFT BALKONLU 150 M2 KİRALIK DAİRE;19.750 TL;"TURYAP AKINCILAR HİPODROM TEMSİLCİLİĞİNDEN

KOD 378
DAİREMİZ ;
FIRAT MAHALLESİ MEVKİİNDE
 TOPLU TAŞIMA DURAKLARINA,
 ECZANE, OKUL, SAĞLIK OCAĞI, MARKET, PAZAR YERİ VS. 
YÜRÜME MESAFESİNDEDİR.
3+1
ARAKAT
BRÜT 150 NET 135 METREKARE
DOĞALGAZLI, KAPALI MUTFAKLI,
ÇİFT BALKONLU, VESTİYERLİ FERAH GENİŞ BİR DAİREDİR. 
DAHA DETAYLI BİLGİ VE RANDEVU  İÇİN LÜTFEN BİZİ ARAYINIZ....
ENGİN YİGİN


Bu ilan Emlak Asistanım CRM Programı tarafından otomatik entegre edilmiştir.";Fırat;20-09-2024;2. Kat;4 Katlı;18 Yaşında;3 + 1;/ 135 m2;Eşyalı Değil;Doğalgaz;
GOLDİA YAPI'DAN KAMPÜS YAKINI 1+1 EŞYALI KİRALIK;16.500 TL;DETAYLI BİLGİ İÇİN ARAYINIZ;Atatürk;28-09-2024;2. Kat;4 Katlı;4 Yaşında;1 + 1;/ 50 m2;Eşyalı;Doğalgaz;150 TL
MARKA'DAN ANACADDE&KAMPÜS YAKINI DOĞAL GAZLI EŞYALI KİRALIK DAİR;15.500 TL;"***MARKA GAYRİMENKUL'DEN***
1+1
FULL EŞYALI
DOĞAL GAZLI
ARAKAT
KAMPÜSE YÜRÜME MESAFESİNDE 
İNTERNET ALTYAPISI HAZIR
KİRALIK DAİRE
DETAYLI BİLGİ İÇİN : SERGEN TONBUL
Telefonu Göster";Atatürk;15-09-2024;2. Kat;3 Katlı;4 Yaşında;1 + 1;/ 50 m2;Eşyalı;;
Buca Atatürk Mahallesinde Kiralık Çift Banyolu Arakat Daire;16.000 TL;"Genel Özellikleri:
Buca Atatürk Mahallesinde
3+1
Dairenin kendine ait bahçesi var
Çift cepheli
Ebeveyn banyolu
Çift WC,
Klimalı
Merkezi lokasyon
9 Eylül Üniversitesi’ne yürüme mesafesinde
Toplu taşıma araçlarına yakın


Soru ve randevu talepleriniz için irtibat bilgileri:
Mehmet Ali Güneş
Telefonu Göster";Atatürk;03-09-2024;2. Kat;3 Katlı;20 Yaşında;3 + 1;/ 120 m2;Eşyalı Değil;Elektrik;
Buca Otokent karşısı 3+1 Kiralık daire;18.000 TL;KlimalıÜst katAileye kiralıkIşık görmeyen hiç bir odası bulunmamaktadır.Ulaşım alt sokaktan dolmuş ve otobüs geçmektedir.Alışveriş merkezleri eve yakınPazar yürüme mesafesindeOkullara yakın bölgede;İnönü;07-10-2024;En Üst Kat;3 Katlı;22 Yaşında;3 + 1;/ 125 m2;Eşyalı Değil;Elektrik;1 TL
HASANAĞA BAHÇESİ ÜNİVERSİTE ARKASI EŞYAŞI GENİŞ BALKONLU KİRALIK DAİRE;18.000 TL;Detaylı bilgi için arayın;Adatepe;28-09-2024;2. Kat;6 Katlı;8 Yaşında;11 + 18;/ 55 m2;Eşyalı;Doğalgaz;
ÜÇKUYULAR MEYDAN HASANAĞA BAHÇESİNDE ''1+1'' DGAZ-KLİMALI;15.250 TL;"İZMİR / BUCA / ATATÜRK MAHALLESİ ;
1+1 - 55m2
Doğalgazlı ve Klimalı
Bulaşık Makinası ve Ankastre
Yönetimi Olan, Temiz ve Düzgün Apartmandadır


Dairemiz Konum İtibariyle ;
Kozağaç meydana ve,
Hasanağa Bahçesi'ne çok yakınındadır ,
Buca Batı ve Doğu otobanı yolu üzeri,
Tüm Temel ve Sosyal Olanaklar Yürüme Mesafesindedir.

Firmamız Bu Gayrimenkul'ün Kiralama İşlemlerinde Tek Yetkilidir.
Detaylı Bilgi ve Randevu İçin ;
SERCAN ÇAKIR    |  MERTCAN ÇAKIR
Telefonu Göster    |  Telefonu Göster";Atatürk;13-10-2024;En Üst Kat;3 Katlı;5 Yaşında;1 + 1;/ 55 m2;Eşyalı Değil;Doğalgaz;100 TL
TURYAP BUCA'DAN ÖĞRENCİYE MEMURA UYGUN 1+1 EŞYALI DAİRE;14.000 TL;"TURYAP GÜVENCESİYLE 
ATATÜRK  MAHALLESİNDE,  EŞYALI TEMİZ 1+1 DAİRE
DAİREMİZ BUCA KADIN DOĞUM HASTANESİNİN HEMEN ÜST TARAFINDADIR..  
9 EYLÜL ÜNİVERSİTE KAMPÜS GİRİŞİNE TOPLU TAŞIM ARAÇLARI İLE  7-8 DK, ÖZEL ARAÇLA  4-5 DK MESAFEDEDİR 
DAİREMİZİN GÜNEŞ GÖRMEYEN KARANLIK ODASI YOKTUR
DAİREMİZ ÖNCELİKLE ÖĞRENCİ, ASKERİ PERSONEL VEYA KAMU ÇALIŞANINA VERİLECEKTİR
ELEKTRİK SU VE DOĞALGAZ ABONELİKLERİNİ YENİ KİRACIMIZ 
ÜZERİNE ALACAKTIR
SOSYAL İMKANLAR AÇISINDAN ŞEHİR MERKEZİNİN SUNDUĞU TÜM OLANAKLARDAN FAZLASIYLA FAYDALANABİLECEĞİNİZ BİR BÖLGEDEDİR
  ÇEVERSİNDE TÜM TEMEL GIDA VE GİYİM İHTİYAÇLARINIZI KARŞILAYABİCEĞENİZ MARKET-PAZAR-MANAV-KASAP GİBİ ALIŞ VERİŞ MAĞAZA VE DÜKKANLARI MEVCUTTUR
  DETAYLI BİLGİ VE RANDEVU İÇİN,
  TURYAP BUCA TEMSİLCİLİĞİ 
GAYRİMENKUL DANIŞMANI
BÜLENT DEMİRALAY
Telefonu Göster
KOD:2020


Bu ilan Emlak Asistanım CRM Programı tarafından otomatik entegre edilmiştir.";Atatürk;24-09-2024;3. Kat;4 Katlı;17 Yaşında;1 + 1;/ 40 m2;Eşyalı Değil;Elektrik;
REF’DEN MÜKEMMEL KONUM D.GAZ+BALKON+EBEVEYN BANYOLU KİRALIK 3+1;21.500 TL;"DOĞALGAZ+BALKON+EBEVEYN BANYOSU
BOYA BADANA YAPILIP ÖYLE TESLİM EDİLECEKTİR

DAİREMİZ İÇİN KULLANILAN HER MALZEME 1.SINIFTIR.
EVEBEYN BANYOSU MEVCUTTUR
TÜM DOĞRAMALAR PİMAPEN MARKA OLUP CAMLAR ISICAM VE SES YALITILIMLI ÖZEL ÜRETİM CAMLARDIR.
AUDİO GÖRÜNTÜLÜ DİAFON MEVCUTTUR.
BİE'N MARKA FAYANS VE GRANİT MEVCUTTUR.
EBEVEYN BANYOSU MEVCUTTUR
DUVARLAR İÇİN  KARA SIVA ÜSTÜNE ALÇI İŞLEMİ UYGULANMIŞTIR.(fotoğrafları mevcuttur.)

KONUM 
DAİRENİN KONUMU KURUÇEŞME MEYDANDA YER ALMAKTA VE ÇİFT CEPHELİDİR.
ÖNÜNDE DOLMUŞ DURAĞI VE OTOBÜS DURAĞI MEVCUTTUR.
ATM'LERE 2 DAKİKA YÜRÜME MESAFESİNDE.
KAMPÜSE 4 DAKİKA YÜRÜME MESAFESİNDE
ÇEVRESİNDE TÜM SÜPERMARKETLER MEVCUTTUR


DETAYLI BİLGİ İÇİN ARAYIP OFİSİMİZİ ZİYARET EDEBİLİRSİNİZ.
MÜŞTERİ TEMSİLCİNİZ:NUH KARAMAN
                                   Telefonu Göster
                                   Telefonu Göster
                                    Telefonu Göster";Kuruçeşme;29-08-2024;2. Kat;4 Katlı;5 Yaşında;3 + 1;/ 110 m2;Eşyalı Değil;Doğalgaz;150 TL
EŞYALI ,2 ODA 1 SALON SIFIR LÜX ,DOĞALGAZLI VE KLİMALI DAİRE;28.000 TL;"DAİRE'MİZ BUCA YAYLACIK MAHALLESİNDE ,EVKA 'YA ÇIKARKEN VİRAJIN BAŞINDA,
SIFIR DAİRELER,SIFIR EŞYALAR.
ASANSÖR ,DOĞALGAZ ,KLİMA HERŞEY SIFIR'DIR.
KONUM DOĞRUDUR YERİNE ORDAN BAKABİLİRSİNİZ.";Yaylacık;05-10-2024;En Üst Kat;4 Katlı;Sıfır Bina;2 + 1;/ 65 m2;Eşyalı;Doğalgaz;100 TL
Buca Adatepe Kiralık Daire 1+1 EŞYASIZ Doğalgazlı;12.000 TL;"Buca Adatepe Kiralık 1+1 Daire, Kiralık Eşyasız 1+1 

Üniversiteye 7 Dakika Yürüme Mesafesinde 

Karanlık Odası Yok 

Ulaşım Sorunu yok";Yaylacık;07-10-2024;Kot 1;4 Katlı;4 Yaşında;1 + 1;/ 45 m2;;Doğalgaz;
BARİS MAH 3+1 KİRALİK DAİRE;23.000 TL;"Kızkulesi yakınında 
Asansörlü 
Merkezi sistem ısıtma 
Market ve AVM yakın 
C.tesi pazarına yürüme mesafesinde";Barış;23-09-2024;3. Kat;6 Katlı;25 Yaşında;3 + 1;/ 120 m2;Eşyalı Değil;Doğalgaz;
MARKA'DAN ANACADDE&KAMPÜS YAKINI KLİMALI KİRALIK DAİRE;12.000 TL;"***MARKA GAYRİMENKUL'DEN***
1+1
FULL EŞYALI
KLİMALI
İNTERNET ALT YAPISI HAZIR
KAMPÜSE YÜRÜME MESAFESİNDE
KİRALIK DAİRE
DETAYLI BİLGİ İÇİN SERGEN TONBUL
Telefonu Göster";Atatürk;15-09-2024;Zemin;2 Katlı;4 Yaşında;1 + 1;/ 50 m2;Eşyalı;;
Buca Şirinyer Hürriyet MAhallesi//Nato karşısı //Dominoz Pizza caivarı//İzbana 8-10dk//DUBLEX 3+1/DA;25.000 TL;Buca Şirinyer Hürriyet Mahallesinde İzbana Tuğsavulokul Okul YAkını Dominoz Pizz Yakını Dublex 3+1 Daire 3ve4.Kat Dublex;Hürriyet;07-10-2024;4. Kat;4 Katlı;25 Yaşında;3 + 1;/ 138 m2;Eşyalı Değil;Doğalgaz;
HASANAĞA 300 MTRE SIFIR ESYALI 1+1 KİRALIK DAİRE;18.000 TL;Detaylı bilgi için arayiniz;Atatürk;25-09-2024;2. Kat;3 Katlı;Sıfır Bina;1 + 1;/ 45 m2;Eşyalı;;
KURUÇEŞMEDE MERKEZİ KONUM KİRALIK 1+1 EŞYALI !;15.500 TL;"GOLDİA YAPI

MERKEZİ KONUM
ARAKAT
DOĞALGAZ
KLİMA
OTOBÜS DOLMUŞ GÜZERGAHI
TEMİZ EŞYALI

9 EYLÜL KAMPÜSE YÜRÜME MESAFESİ
HARİCİ KAMPÜSLERE YAKIN

DETAYLI BİLGİ İÇİN ARAYINIZ.";Kuruçeşme;26-09-2024;Ara Kat;2 Katlı;12 Yaşında;1 + 1;/ 50 m2;Eşyalı;Doğalgaz;200 TL
BUCA ADA EMLAKTAN YAYLACIK MH. 3+1 SİTE İÇERSİNDE KİRALIK DAİRE;17.000 TL;"BUCA ADA EMLAKTAN 
YAYLACIK MAHALLESİNDE 3+1 KİRALIK DAİRE 
DAİREMİZ ARA KATLIDIR
AÇIK OTOPARKI BULUNMAKTADIR 
KAPALI MUTFAK
ÇİFT CEPHEDİR
BALKONLUDUR
MERKEZİ KONUMDADIR
HASTANE,DOLMUŞ,OTOBÜS,ÜNİVERSİTE 2 DK YÜRÜME MESAFESİNDEDİR
DETAYLI BİLGİ İÇİN
SELMA YILMAZ
Telefonu Göster";Yaylacık;15-09-2024;7. Kat;10 Katlı;21 Yaşında;3 + 1;/ 150 m2;Eşyalı Değil;;250 TL
Buca Göksu mahalesinde 2+1kiralık daire;10.000 TL;Buca  Göksu mah kiralık daire 2+1 kalabalık olmayan ilete verilecektir  suriyeli ailede olur;Göksu;25-09-2024;Çatı Katı;4 Katlı;20 Yaşında;2 + 1;/ 90 m2;Eşyalı Değil;Elektrik;
PARİSADAN HAVUZLU SİTE İÇİNDE EŞYALI KİRALIK 1+1;16.500 TL;"Site site içersinde
Hasanağa bahçesine
Tınaztepe Kampüssü’ne
Merkezi yerde
Çift klimalı
Doğal gazi
Full eşyalı
Yüzme havuzu
Saunası
Spor salonu
Lordum masası
Yazlık kışlık bahçe
Eğlence merkezlerine alışveriş merkezlerine yakın bir konumda bulunan kiralık 1 + 1 ayrıntılı bilgi için arayınız";Atatürk;03-10-2024;Giriş Katı;7 Katlı;5 Yaşında;1 + 1;/ 50 m2;Eşyalı;;1.65 TL
Buca Üçkuyular Meydan Mewkii 2+1 Eşyalı Klimalı Lüx Kiralık Daire ESNAFOĞLU'ndan...;24.000 TL;"ESNAFOĞLU'ndan...
Full Eşyalı
Klimalı
Ankastre Mutfaklı
Önü Açık
2+1 Ferah Daire.
Dokuz Eylül Fakülteleri
Hasanağa Bahçesi
Kafeler Bölgesi
Pazaryeri
SSK Hastaneleri
Eczane ve Sağlık Ocağı
Restoranlar
Banka Şube ve ATMleri
Çevre Yolu
İlköğretimler ve Liseler
Toplu Ulaşım
Alışveriş...
İhtiyaç Duyabileceğiniz Birçok Birim Yürüme ve Ulaşım Kolaylığındadır.
((Mal Sahibi Pazar Günü Daireden Çıkacaktır))
DETAYLAR VE DİĞER İLANLARIMIZ HAKKINDA BİLGİ ALABİLMEK İÇİN FİRMAMIZI ARAYABİLİRSİNİZ...";Atatürk;18-09-2024;3. Kat;3 Katlı;4 Yaşında;2 + 1;/ 75 m2;Eşyalı;Elektrik;100 TL
